"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:17:18,2031569","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: dllhost.exe, 1: dllhst3g.exe, 2: dmband.dll, 3: dmcompos.dll, 4: dmdlgs.dll, 5: dmdskmgr.dll, 6: dmdskres.dll, 7: dmdskres2.dll, 8: dmime.dll, 9: dmintf.dll, 10: dmloader.dll, 11: dmocx.dll, 12: dmrc.dll, 13: dmscript.dll, 14: dmstyle.dll, 15: dmsynth.dll, 16: dmusic.dll, 17: dmutil.dll, 18: dmvdsitf.dll, 19: dmview.ocx, 20: dnsapi.dll, 21: dnscacheugc.exe, 22: dnscmmc.dll, 23: docprop.dll, 24: doskey.exe, 25: dot3api.dll, 26: dot3cfg.dll, 27: dot3dlg.dll, 28: dot3gpclnt.dll, 29: dot3gpui.dll, 30: dot3hc.dll, 31: dot3msm.dll, 32: dot3ui.dll, 33: dpapimig.exe"
"15:17:18,2031808","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: dpapiprovider.dll, 1: DpiScaling.exe, 2: dplaysvr.exe, 3: dplayx.dll, 4: dpmodemx.dll, 5: dpnaddr.dll, 6: dpnathlp.dll, 7: dpnet.dll, 8: dpnhpast.dll, 9: dpnhupnp.dll, 10: dpnlobby.dll, 11: dpnsvr.exe, 12: dpwsockx.dll, 13: dpx.dll, 14: driverquery.exe, 15: drivers, 16: DriverStore, 17: drmmgrtn.dll, 18: drmv2clt.dll, 19: drprov.dll, 20: drt.dll, 21: drtprov.dll, 22: drttransport.dll, 23: drvinst.exe, 24: drvstore.dll, 25: ds32gt.dll, 26: dsauth.dll, 27: dsdmo.dll, 28: DShowRdpFilter.dll, 29: dskquota.dll, 30: dskquoui.dll, 31: dsound.dll, 32: dsprop.dll, 33: dsquery.dll"
"15:17:18,2032115","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: dsrole.dll, 1: dssec.dat, 2: dssec.dll, 3: dssenh.dll, 4: dsuiext.dll, 5: dswave.dll, 6: dtsh.dll, 7: dui70.dll, 8: duser.dll, 9: dvdplay.exe, 10: dvdupgrd.exe, 11: dwmapi.dll, 12: dwmcore.dll, 13: DWrite.dll, 14: DWWIN.EXE, 15: dxdiag.exe, 16: dxdiagn.dll, 17: dxgi.dll, 18: dxmasf.dll, 19: DXPTaskRingtone.dll, 20: DxpTaskSync.dll, 21: dxtmsft.dll, 22: dxtrans.dll, 23: dxva2.dll, 24: eapp3hst.dll, 25: eappcfg.dll, 26: eappgnui.dll, 27: eapphost.dll, 28: eappprxy.dll, 29: EAPQEC.DLL, 30: efsadu.dll, 31: efscore.dll, 32: efsui.exe, 33: efsutil.dll"
"15:17:18,2032362","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: EhStorAPI.dll, 1: EhStorAuthn.exe, 2: EhStorPwdMgr.dll, 3: EhStorShell.dll, 4: el-GR, 5: els.dll, 6: ELSCore.dll, 7: elslad.dll, 8: elsTrans.dll, 9: en-US, 10: encapi.dll, 11: EncDec.dll, 12: eqossnap.dll, 13: es-ES, 14: es.dll, 15: esent.dll, 16: esentprf.dll, 17: esentutl.exe, 18: esrb.rs, 19: et-EE, 20: eudcedit.exe, 21: eventcls.dll, 22: eventcreate.exe, 23: EventViewer_EventDetails.xsl, 24: eventvwr.exe, 25: eventvwr.msc, 26: evr.dll, 27: expand.exe, 28: explorer.exe, 29: ExplorerFrame.dll, 30: expsrv.dll, 31: extrac32.exe, 32: f3ahvoas.dll, 33: Faultrep.dll"
"15:17:18,2032610","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: fc.exe, 1: fdBth.dll, 2: fdBthProxy.dll, 3: fde.dll, 4: fdeploy.dll, 5: fdPnp.dll, 6: fdProxy.dll, 7: fdSSDP.dll, 8: fdWCN.dll, 9: fdWNet.dll, 10: fdWSD.dll, 11: feclient.dll, 12: fi-FI, 13: filemgmt.dll, 14: find.exe, 15: findnetprinters.dll, 16: findstr.exe, 17: finger.exe, 18: Firewall.cpl, 19: FirewallAPI.dll, 20: FirewallControlPanel.dll, 21: fixmapi.exe, 22: fltLib.dll, 23: fltMC.exe, 24: fmifs.dll, 25: fms.dll, 26: fontext.dll, 27: fontsub.dll, 28: fontview.exe, 29: forfiles.exe, 30: format.com, 31: fphc.dll, 32: fr-FR, 33: framedyn.dll"
"15:17:18,2032893","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: framedynos.dll, 1: fsmgmt.msc, 2: fsutil.exe, 3: fthsvc.dll, 4: ftp.exe, 5: fundisc.dll, 6: fwcfg.dll, 7: FWPUCLNT.DLL, 8: FwRemoteSvr.dll, 9: FXSAPI.dll, 10: FXSCOM.dll, 11: FXSCOMEX.dll, 12: FXSEXT32.dll, 13: FXSRESM.dll, 14: FxsTmp, 15: FXSXP32.dll, 16: g711codc.ax, 17: gameux.dll, 18: GameUXLegacyGDFs.dll, 19: gb2312.uce, 20: gcdef.dll, 21: gdi32.dll, 22: getmac.exe, 23: getuname.dll, 24: glmf32.dll, 25: glu32.dll, 26: gpapi.dll, 27: gpedit.dll, 28: gpedit.msc, 29: gpprefcl.dll, 30: gpprnext.dll, 31: gpresult.exe, 32: gpscript.dll, 33: gpscript.exe"
"15:17:18,2033130","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: gptext.dll, 1: gpupdate.exe, 2: grb.rs, 3: GroupPolicy, 4: GroupPolicyUsers, 5: grpconv.exe, 6: hbaapi.dll, 7: hcproviders.dll, 8: hdwwiz.cpl, 9: hdwwiz.exe, 10: he-IL, 11: help.exe, 12: HelpPaneProxy.dll, 13: hgcpl.dll, 14: hh.exe, 15: hhctrl.ocx, 16: hhsetup.dll, 17: hid.dll, 18: hidphone.tsp, 19: hidserv.dll, 20: hlink.dll, 21: hnetcfg.dll, 22: hnetmon.dll, 23: HOSTNAME.EXE, 24: hr-HR, 25: html.iec, 26: httpapi.dll, 27: htui.dll, 28: hu-HU, 29: iac25_32.ax, 30: ias.dll, 31: iasacct.dll, 32: iasads.dll, 33: iasdatastore.dll"
"15:17:18,2033455","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: iashlpr.dll, 1: IasMigPlugin.dll, 2: iasnap.dll, 3: iaspolcy.dll, 4: iasrad.dll, 5: iasrecst.dll, 6: iassam.dll, 7: iassdo.dll, 8: iassvcs.dll, 9: icacls.exe, 10: icardagt.exe, 11: icardie.dll, 12: icardres.dll, 13: iccvid.dll, 14: icm32.dll, 15: icmp.dll, 16: icmui.dll, 17: IconCodecService.dll, 18: icrav03.rat, 19: icsigd.dll, 20: icsunattend.exe, 21: icsxml, 22: ideograf.uce, 23: idndl.dll, 24: IDStore.dll, 25: ie4uinit.exe, 26: ieakeng.dll, 27: ieaksie.dll, 28: ieakui.dll, 29: ieapfltr.dat, 30: ieapfltr.dll, 31: iedkcs32.dll, 32: ieframe.dll, 33: iepeers.dll"
"15:17:18,2033695","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: iernonce.dll, 1: iertutil.dll, 2: iesetup.dll, 3: iesysprep.dll, 4: ieui.dll, 5: ieuinit.inf, 6: ieUnatt.exe, 7: iexpress.exe, 8: ifmon.dll, 9: ifsutil.dll, 10: ifsutilx.dll, 11: imaadp32.acm, 12: imagehlp.dll, 13: imageres.dll, 14: imagesp1.dll, 15: imapi.dll, 16: imapi2.dll, 17: imapi2fs.dll, 18: IME, 19: imgutil.dll, 20: IMJP10.IME, 21: IMJP10K.DLL, 22: imkr80.ime, 23: imm32.dll, 24: inetcomm.dll, 25: inetcpl.cpl, 26: inetmib1.dll, 27: INETRES.dll, 28: inetsrv, 29: InfDefaultInstall.exe, 30: infocardapi.dll, 31: infocardcpl.cpl, 32: InkEd.dll, 33: input.dll"
"15:17:18,2033991","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: inseng.dll, 1: InstallShield, 2: instnm.exe, 3: intl.cpl, 4: iologmsg.dll, 5: IPBusEnumProxy.dll, 6: ipconfig.exe, 7: IPHLPAPI.DLL, 8: iprop.dll, 9: iprtprio.dll, 10: iprtrmgr.dll, 11: ipsecsnp.dll, 12: ipsmsnap.dll, 13: ir32_32.dll, 14: ir41_32.ax, 15: ir41_qc.dll, 16: ir41_qcx.dll, 17: ir50_32.dll, 18: ir50_qc.dll, 19: ir50_qcx.dll, 20: irclass.dll, 21: irprops.cpl, 22: iscsicli.exe, 23: iscsicpl.dll, 24: iscsicpl.exe, 25: iscsidsc.dll, 26: iscsied.dll, 27: iscsium.dll, 28: iscsiwmi.dll, 29: isoburn.exe, 30: it, 31: it-IT, 32: itircl.dll, 33: itss.dll"
"15:17:18,2034277","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: iTVData.dll, 1: ivfsrc.ax, 2: iyuv_32.dll, 3: ja-JP, 4: joy.cpl, 5: jscript.dll, 6: jsproxy.dll, 7: kanji_1.uce, 8: kanji_2.uce, 9: kbd101.DLL, 10: kbd101a.DLL, 11: kbd101b.DLL, 12: kbd101c.DLL, 13: kbd103.DLL, 14: kbd106.dll, 15: kbd106n.dll, 16: KBDA1.DLL, 17: KBDA2.DLL, 18: KBDA3.DLL, 19: KBDAL.DLL, 20: KBDARME.DLL, 21: KBDARMW.DLL, 22: kbdax2.dll, 23: KBDAZE.DLL, 24: KBDAZEL.DLL, 25: KBDBASH.DLL, 26: KBDBE.DLL, 27: KBDBENE.DLL, 28: KBDBGPH.DLL, 29: KBDBGPH1.DLL, 30: KBDBHC.DLL, 31: KBDBLR.DLL, 32: KBDBR.DLL, 33: KBDBU.DLL"
"15:17:18,2034511","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: KBDBULG.DLL, 1: KBDCA.DLL, 2: KBDCAN.DLL, 3: KBDCR.DLL, 4: KBDCZ.DLL, 5: KBDCZ1.DLL, 6: KBDCZ2.DLL, 7: KBDDA.DLL, 8: KBDDIV1.DLL, 9: KBDDIV2.DLL, 10: KBDDV.DLL, 11: KBDES.DLL, 12: KBDEST.DLL, 13: KBDFA.DLL, 14: KBDFC.DLL, 15: KBDFI.DLL, 16: KBDFI1.DLL, 17: KBDFO.DLL, 18: KBDFR.DLL, 19: KBDGAE.DLL, 20: KBDGEO.DLL, 21: kbdgeoer.dll, 22: kbdgeoqw.dll, 23: KBDGKL.DLL, 24: KBDGR.DLL, 25: KBDGR1.DLL, 26: KBDGRLND.DLL, 27: KBDHAU.DLL, 28: KBDHE.DLL, 29: KBDHE220.DLL, 30: KBDHE319.DLL, 31: KBDHEB.DLL, 32: KBDHELA2.DLL, 33: KBDHELA3.DLL, 34: KBDHEPT.DLL"
"15:17:18,2034746","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: KBDHU.DLL, 1: KBDHU1.DLL, 2: kbdibm02.DLL, 3: KBDIBO.DLL, 4: KBDIC.DLL, 5: KBDINASA.DLL, 6: KBDINBE1.DLL, 7: KBDINBE2.DLL, 8: KBDINBEN.DLL, 9: KBDINDEV.DLL, 10: KBDINGUJ.DLL, 11: KBDINHIN.DLL, 12: KBDINKAN.DLL, 13: KBDINMAL.DLL, 14: KBDINMAR.DLL, 15: KBDINORI.DLL, 16: KBDINPUN.DLL, 17: KBDINTAM.DLL, 18: KBDINTEL.DLL, 19: KBDINUK2.DLL, 20: KBDIR.DLL, 21: KBDIT.DLL, 22: KBDIT142.DLL, 23: KBDIULAT.DLL, 24: KBDJPN.DLL, 25: KBDKAZ.DLL, 26: KBDKHMR.DLL, 27: KBDKOR.DLL, 28: KBDKYR.DLL, 29: KBDLA.DLL, 30: KBDLAO.DLL, 31: kbdlk41a.dll, 32: KBDLT.DLL, 33: KBDLT1.DLL"
"15:17:18,2034975","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: KBDLT2.DLL, 1: KBDLV.DLL, 2: KBDLV1.DLL, 3: KBDMAC.DLL, 4: KBDMACST.DLL, 5: KBDMAORI.DLL, 6: KBDMLT47.DLL, 7: KBDMLT48.DLL, 8: KBDMON.DLL, 9: KBDMONMO.DLL, 10: KBDNE.DLL, 11: kbdnec.DLL, 12: kbdnec95.DLL, 13: kbdnecat.DLL, 14: kbdnecnt.DLL, 15: KBDNEPR.DLL, 16: KBDNO.DLL, 17: KBDNO1.DLL, 18: KBDNSO.DLL, 19: KBDPASH.DLL, 20: KBDPL.DLL, 21: KBDPL1.DLL, 22: KBDPO.DLL, 23: KBDRO.DLL, 24: KBDROPR.DLL, 25: KBDROST.DLL, 26: KBDRU.DLL, 27: KBDRU1.DLL, 28: KBDSF.DLL, 29: KBDSG.DLL, 30: KBDSL.DLL, 31: KBDSL1.DLL, 32: KBDSMSFI.DLL, 33: KBDSMSNO.DLL"
"15:17:18,2035248","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: KBDSN1.DLL, 1: KBDSOREX.DLL, 2: KBDSORS1.DLL, 3: KBDSORST.DLL, 4: KBDSP.DLL, 5: KBDSW.DLL, 6: KBDSW09.DLL, 7: KBDSYR1.DLL, 8: KBDSYR2.DLL, 9: KBDTAJIK.DLL, 10: KBDTAT.DLL, 11: KBDTH0.DLL, 12: KBDTH1.DLL, 13: KBDTH2.DLL, 14: KBDTH3.DLL, 15: KBDTIPRC.DLL, 16: KBDTUF.DLL, 17: KBDTUQ.DLL, 18: KBDTURME.DLL, 19: KBDUGHR.DLL, 20: KBDUGHR1.DLL, 21: KBDUK.DLL, 22: KBDUKX.DLL, 23: KBDUR.DLL, 24: KBDUR1.DLL, 25: KBDURDU.DLL, 26: KBDUS.DLL, 27: KBDUSA.DLL, 28: KBDUSL.DLL, 29: KBDUSR.DLL, 30: KBDUSX.DLL, 31: KBDUZB.DLL, 32: KBDVNTC.DLL, 33: KBDWOL.DLL"
"15:17:18,2035525","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: KBDYAK.DLL, 1: KBDYBA.DLL, 2: KBDYCC.DLL, 3: KBDYCL.DLL, 4: kerberos.dll, 5: kernel32.dll, 6: KernelBase.dll, 7: keyiso.dll, 8: keymgr.dll, 9: kmddsp.tsp, 10: ko-KR, 11: korean.uce, 12: korwbrkr.dll, 13: korwbrkr.lex, 14: ksproxy.ax, 15: kstvtune.ax, 16: ksuser.dll, 17: Kswdmcap.ax, 18: ksxbar.ax, 19: ktmutil.exe, 20: ktmw32.dll, 21: l2gpstore.dll, 22: l2nacp.dll, 23: L2SecHC.dll, 24: l3codeca.acm, 25: l3codecp.acm, 26: label.exe, 27: LAPRXY.DLL, 28: lcphrase.tbl, 29: lcptr.tbl, 30: license.rtf, 31: licmgr10.dll, 32: linkinfo.dll, 33: loadperf.dll"
"15:17:18,2035760","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: locale.nls, 1: localsec.dll, 2: LocationApi.dll, 3: LocationNotifications.exe, 4: locationnotificationsview.xml, 5: lodctr.exe, 6: logagent.exe, 7: LogFiles, 8: loghours.dll, 9: logman.exe, 10: logoncli.dll, 11: lpk.dll, 12: lsmproxy.dll, 13: lt-LT, 14: luainstall.dll, 15: lusrmgr.msc, 16: lv-LV, 17: lz32.dll, 18: l_intl.nls, 19: Magnification.dll, 20: Magnify.exe, 21: main.cpl, 22: makecab.exe, 23: manifeststore, 24: mapi32.dll, 25: mapistub.dll, 26: mapisvc.inf, 27: mcbuilder.exe, 28: MCEWMDRMNDBootstrap.dll, 29: mciavi32.dll, 30: mcicda.dll, 31: mciqtz32.dll, 32: mciseq.dll"
"15:17:18,2036439","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: mciwave.dll, 1: mctres.dll, 2: mdminst.dll, 3: MediaMetadataHandler.dll, 4: mf.dll, 5: mf3216.dll, 6: mfAACEnc.dll, 7: mfc40.dll, 8: mfc40u.dll, 9: mfc42.dll, 10: mfc42u.dll, 11: mfcsubs.dll, 12: mfds.dll, 13: mfdvdec.dll, 14: mferror.dll, 15: mfh264enc.dll, 16: mfmjpegdec.dll, 17: mfplat.dll, 18: MFPlay.dll, 19: mfpmp.exe, 20: mfps.dll, 21: mfreadwrite.dll, 22: mfvdsp.dll, 23: MFWMAAEC.DLL, 24: mgmtapi.dll, 25: midimap.dll, 26: MigAutoPlay.exe, 27: migisol.dll, 28: migration, 29: miguiresource.dll, 30: migwiz, 31: mimefilt.dll, 32: mlang.dat, 33: mlang.dll"
"15:17:18,2036688","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: mmc.exe, 1: mmcbase.dll, 2: mmci.dll, 3: mmcico.dll, 4: mmcndmgr.dll, 5: mmcshext.dll, 6: MMDevAPI.dll, 7: mmres.dll, 8: mmsys.cpl, 9: mobsync.exe, 10: mode.com, 11: modemui.dll, 12: more.com, 13: moricons.dll, 14: mountvol.exe, 15: MP3DMOD.DLL, 16: MP43DECD.DLL, 17: MP4SDECD.DLL, 18: Mpeg2Data.ax, 19: mpg2splt.ax, 20: MPG4DECD.DLL, 21: mpr.dll, 22: mprapi.dll, 23: mprddm.dll, 24: mprdim.dll, 25: mprmsg.dll, 26: MRINFO.EXE, 27: msaatext.dll, 28: MSAC3ENC.DLL, 29: msacm32.dll, 30: msacm32.drv, 31: msadp32.acm, 32: msafd.dll, 33: msasn1.dll"
"15:17:18,2036923","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: msaudite.dll, 1: mscandui.dll, 2: mscat32.dll, 3: msclmd.dll, 4: mscms.dll, 5: mscoree.dll, 6: mscorier.dll, 7: mscories.dll, 8: mscpx32r.dLL, 9: mscpxl32.dLL, 10: msctf.dll, 11: msctfime.ime, 12: MsCtfMonitor.dll, 13: msctfp.dll, 14: msctfui.dll, 15: msdadiag.dll, 16: msdart.dll, 17: msdatsrc.tlb, 18: msdelta.dll, 19: msdmo.dll, 20: msdrm.dll, 21: msdt.exe, 22: Msdtc, 23: msdtcprx.dll, 24: msdtcuiu.dll, 25: msdtcVSp1res.dll, 26: MSDvbNP.ax, 27: msdxm.ocx, 28: msdxm.tlb, 29: msexch40.dll, 30: msexcl40.dll, 31: msfeeds.dll, 32: msfeedsbs.dll, 33: msfeedssync.exe"
"15:17:18,2037809","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: msftedit.dll, 1: msg711.acm, 2: msgsm32.acm, 3: mshta.exe, 4: mshtml.dll, 5: mshtml.tlb, 6: mshtmled.dll, 7: mshtmler.dll, 8: msi.dll, 9: msidcrl30.dll, 10: msident.dll, 11: msidle.dll, 12: msidntld.dll, 13: msieftp.dll, 14: msiexec.exe, 15: msihnd.dll, 16: msiltcfg.dll, 17: msimg32.dll, 18: msimsg.dll, 19: msimtf.dll, 20: msinfo32.exe, 21: msisip.dll, 22: msjet40.dll, 23: msjetoledb40.dll, 24: msjint40.dll, 25: msjter40.dll, 26: msjtes40.dll, 27: msls31.dll, 28: msltus40.dll, 29: msmpeg2adec.dll, 30: MSMPEG2ENC.DLL, 31: msmpeg2vdec.dll, 32: msnetobj.dll, 33: MSNP.ax"
"15:17:18,2038167","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: msobjs.dll, 1: msoeacct.dll, 2: msoert2.dll, 3: msorc32r.dll, 4: msorcl32.dll, 5: mspaint.exe, 6: mspatcha.dll, 7: mspbde40.dll, 8: msports.dll, 9: msra.exe, 10: MsraLegacy.tlb, 11: msrating.dll, 12: msrd2x40.dll, 13: msrd3x40.dll, 14: msrdc.dll, 15: MsRdpWebAccess.dll, 16: msrepl40.dll, 17: msrle32.dll, 18: msscntrs.dll, 19: msscp.dll, 20: msscript.ocx, 21: mssha.dll, 22: msshavmsg.dll, 23: msshooks.dll, 24: mssign32.dll, 25: mssip32.dll, 26: mssitlb.dll, 27: mssph.dll, 28: mssphtb.dll, 29: mssprxy.dll, 30: mssrch.dll, 31: mssvp.dll, 32: msswch.dll, 33: mstask.dll"
"15:17:18,2038473","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: mstext40.dll, 1: mstime.dll, 2: mstsc.exe, 3: mstscax.dll, 4: msutb.dll, 5: msv1_0.dll, 6: msvbvm60.dll, 7: msvcirt.dll, 8: msvcp60.dll, 9: msvcr100_clr0400.dll, 10: msvcrt.dll, 11: msvcrt20.dll, 12: msvcrt40.dll, 13: msvfw32.dll, 14: msvidc32.dll, 15: MSVidCtl.dll, 16: mswdat10.dll, 17: mswmdm.dll, 18: mswsock.dll, 19: mswstr10.dll, 20: msxbde40.dll, 21: msxml3.dll, 22: msxml3r.dll, 23: msxml6.dll, 24: msxml6r.dll, 25: msyuv.dll, 26: mtstocom.exe, 27: mtxclu.dll, 28: mtxdm.dll, 29: mtxex.dll, 30: mtxlegih.dll, 31: mtxoci.dll, 32: MUI, 33: muifontsetup.dll"
"15:17:18,2038784","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: MuiUnattend.exe, 1: mycomput.dll, 2: mydocs.dll, 3: Mystify.scr, 4: NAPCLCFG.MSC, 5: NAPCRYPT.DLL, 6: napdsnap.dll, 7: NAPHLPR.DLL, 8: NapiNSP.dll, 9: napipsec.dll, 10: NAPMONTR.DLL, 11: NAPSTAT.EXE, 12: NativeHooks.dll, 13: NaturalLanguage6.dll, 14: nb-NO, 15: NcdProp.dll, 16: nci.dll, 17: ncobjapi.dll, 18: ncpa.cpl, 19: ncrypt.dll, 20: ncryptui.dll, 21: ncsi.dll, 22: ndadmin.exe, 23: nddeapi.dll, 24: NDF, 25: ndfapi.dll, 26: ndfetw.dll, 27: NdfEventView.xml, 28: ndfhcdiscovery.dll, 29: ndiscapCfg.dll, 30: ndishc.dll, 31: ndproxystub.dll, 32: ndptsp.tsp, 33: negoexts.dll"
"15:17:18,2042728","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: net.exe, 1: net1.exe, 2: netapi32.dll, 3: netbios.dll, 4: netbtugc.exe, 5: netcenter.dll, 6: netcfgx.dll, 7: netcorehc.dll, 8: netdiagfx.dll, 9: netevent.dll, 10: netfxperf.dll, 11: neth.dll, 12: netid.dll, 13: netiohlp.dll, 14: netiougc.exe, 15: netjoin.dll, 16: netlogon.dll, 17: netmsg.dll, 18: netplwiz.dll, 19: Netplwiz.exe, 20: netprof.dll, 21: netprofm.dll, 22: netsh.exe, 23: netshell.dll, 24: NETSTAT.EXE, 25: netutils.dll, 26: networkexplorer.dll, 27: networkitemfactory.dll, 28: NetworkList, 29: networkmap.dll, 30: newdev.dll, 31: newdev.exe, 32: nl-NL, 33: nlaapi.dll"
"15:17:18,2042992","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: nlhtml.dll, 1: nlmgp.dll, 2: nlmsprep.dll, 3: nlsbres.dll, 4: NlsData0000.dll, 5: NlsData0001.dll, 6: NlsData0002.dll, 7: NlsData0003.dll, 8: NlsData0007.dll, 9: NlsData0009.dll, 10: NlsData000a.dll, 11: NlsData000c.dll, 12: NlsData000d.dll, 13: NlsData000f.dll, 14: NlsData0010.dll, 15: NlsData0011.dll, 16: NlsData0013.dll, 17: NlsData0018.dll, 18: NlsData0019.dll, 19: NlsData001a.dll, 20: NlsData001b.dll, 21: NlsData001d.dll, 22: NlsData0020.dll, 23: NlsData0021.dll, 24: NlsData0022.dll, 25: NlsData0024.dll, 26: NlsData0026.dll, 27: NlsData0027.dll, 28: NlsData002a.dll, 29: NlsData0039.dll, 30: NlsData003e.dll, 31: NlsData0045.dll"
"15:17:18,2043279","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: NlsData0046.dll, 1: NlsData0047.dll, 2: NlsData0049.dll, 3: NlsData004a.dll, 4: NlsData004b.dll, 5: NlsData004c.dll, 6: NlsData004e.dll, 7: NlsData0414.dll, 8: NlsData0416.dll, 9: NlsData0816.dll, 10: NlsData081a.dll, 11: NlsData0c1a.dll, 12: Nlsdl.dll, 13: NlsLexicons0001.dll, 14: NlsLexicons0002.dll, 15: NlsLexicons0003.dll, 16: NlsLexicons0007.dll, 17: NlsLexicons0009.dll, 18: NlsLexicons000a.dll, 19: NlsLexicons000c.dll, 20: NlsLexicons000d.dll, 21: NlsLexicons000f.dll, 22: NlsLexicons0010.dll, 23: NlsLexicons0011.dll, 24: NlsLexicons0013.dll, 25: NlsLexicons0018.dll, 26: NlsLexicons0019.dll, 27: NlsLexicons001a.dll, 28: NlsLexicons001b.dll, 29: NlsLexicons001d.dll, 30: NlsLexicons0020.dll"
"15:17:18,2043516","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: NlsLexicons0021.dll, 1: NlsLexicons0022.dll, 2: NlsLexicons0024.dll, 3: NlsLexicons0026.dll, 4: NlsLexicons0027.dll, 5: NlsLexicons002a.dll, 6: NlsLexicons0039.dll, 7: NlsLexicons003e.dll, 8: NlsLexicons0045.dll, 9: NlsLexicons0046.dll, 10: NlsLexicons0047.dll, 11: NlsLexicons0049.dll, 12: NlsLexicons004a.dll, 13: NlsLexicons004b.dll, 14: NlsLexicons004c.dll, 15: NlsLexicons004e.dll, 16: NlsLexicons0414.dll, 17: NlsLexicons0416.dll, 18: NlsLexicons0816.dll, 19: NlsLexicons081a.dll, 20: NlsLexicons0c1a.dll, 21: NlsModels0011.dll, 22: NOISE.CHS, 23: NOISE.CHT, 24: NOISE.DAT, 25: noise.jpn, 26: noise.kor, 27: NOISE.THA, 28: normaliz.dll, 29: notepad.exe, 30: Npcap"
"15:17:18,2043814","AdwereCleaner.exe","3984","QueryDirectory","C:\Windows\SysWOW64","SUCCESS","0: npmproxy.dll, 1: nshhttp.dll, 2: nshipsec.dll, 3: nshwfp.dll, 4: nsi.dll, 5: nslookup.exe, 6: ntdll.dll, 7: ntdsapi.dll, 8: ntkrnlpa.exe, 9: ntlanman.dll, 10: ntlanui2.dll, 11: ntmarta.dll, 12: ntoskrnl.exe, 13: ntprint.dll, 14: ntprint.exe, 15: ntshrui.dll, 16: ntvdm64.dll, 17: objsel.dll, 18: occache.dll, 19: ocsetapi.dll, 20: ocsetup.exe, 21: odbc32.dll, 22: odbc32gt.dll, 23: odbcad32.exe, 24: odbcbcp.dll, 25: odbcconf.dll, 26: odbcconf.exe, 27: odbcconf.rsp, 28: odbccp32.dll, 29: odbccr32.dll, 30: odbccu32.dll, 31: odbcint.dll, 32: odbcji32.dll, 33: odbcjt32.dll"
